UF,nome_municipio,pop_est,pop_est_2016,geocodigo
BA,Ipiaú,45922,47606,2913903
BA,Ipirá,59435,62697,2914000
BA,Ipupiara,9911,10107,2914109
BA,Irajuba,7279,7497,2914208
BA,Iramaia,8197,10184,2914307
BA,Iraquara,25478,25279,2914406
BA,Irará,29173,29723,2914505
BA,Irecê,73524,73915,2914604
BA,Itabela,30747,31244,2914653
BA,Itaberaba,64646,66592,2914703
BA,Itabuna,213685,220386,2914802
BA,Itacaré,28684,28013,2914901
BA,Itaeté,16110,16519,2915007
BA,Itagi,12242,13276,2915106
BA,Itagibá,14452,15669,2915205
BA,Itagimirim,6825,7319,2915304
BA,Itaguaçu da Bahia,14542,14604,2915353
BA,Itaju do Colônia,6596,7284,2915403
BA,Itajuípe,20398,21697,2915502
BA,Itamaraju,64455,67305,2915601
BA,Itamari,8003,8495,2915700
BA,Itambé,22754,23147,2915809
BA,Itanagra,6436,8038,2915908
BA,Itanhém,19316,20554,2916005
BA,Itaparica,22337,22744,2916104
BA,Itapé,8526,10022,2916203
BA,Itapebi,10215,10856,2916302
BA,Itapetinga,76795,76881,2916401
BA,Itapicuru,35883,36320,2916500
BA,Itapitanga,10298,10799,2916609
BA,Itaquara,8347,8557,2916708
BA,Itarantim,19843,20206,2916807
BA,Itatim,14539,14895,2916856
BA,Itiruçu,12528,13280,2916906
BA,Itiúba,36116,37500,2917003
BA,Itororó,20388,21210,2917102
BA,Ituaçu,19030,19494,2917201
BA,Ituberá,28740,29273,2917300
BA,Iuiú,11016,11366,2917334
BA,Jaborandi,8277,9138,2917359
BA,Jacaraci,14850,15435,2917409
BA,Jacobina,80635,83435,2917508
BA,Jaguaquara,54673,55751,2917607
BA,Jaguarari,33746,34304,2917706
BA,Jaguaripe,18981,18849,2917805
BA,Jandaíra,10726,11092,2917904
BA,Jequié,156126,161880,2918001
BA,Jeremoabo,40651,41387,2918100
BA,Jiquiriçá,14557,15071,2918209
BA,Jitaúna,10808,12985,2918308
BA,João Dourado,25402,25431,2918357
BA,Juazeiro,218162,220253,2918407
BA,Jucuruçu,8988,10032,2918456
BA,Jussara,15262,16006,2918506
BA,Jussari,5768,6324,2918555
BA,Jussiape,5976,7239,2918605
BA,Lafaiete Coutinho,3693,3996,2918704
BA,Lagoa Real,15770,15920,2918753
BA,Laje,24032,24112,2918803
BA,Lajedão,3975,4046,2918902
BA,Lajedinho,3758,4032,2919009
BA,Lajedo do Tabocal,8577,8862,2919058
BA,Lamarão,8191,9099,2919108
BA,Lapão,27274,28166,2919157
BA,Lauro de Freitas,201635,194641,2919207
BA,Lençóis,11499,11544,2919306
BA,Licínio de Almeida,12373,12967,2919405
BA,Livramento de Nossa Senhora,46062,46399,2919504
BA,Luís Eduardo Magalhães,90162,81730,2919553
BA,Macajuba,11332,11878,2919603
BA,Macarani,18909,18954,2919702
BA,Macaúbas,50161,50637,2919801
BA,Macururé,7787,8288,2919900
BA,Madre de Deus,21432,20689,2919926
BA,Maetinga,2764,4796,2919959
BA,Maiquinique,10206,10183,2920007
BA,Mairi,18602,19736,2920106
BA,Malhada,16861,17491,2920205
BA,Malhada de Pedras,8359,8875,2920304
BA,Manoel Vitorino,13087,14364,2920403
BA,Mansidão,13734,13864,2920452
BA,Maracás,20393,23373,2920502
BA,Maragogipe,44793,46106,2920601
BA,Maraú,20617,21246,2920700
BA,Marcionílio Souza,10380,10941,2920809
BA,Mascote,13717,14800,2920908
BA,Mata de São João,47126,46392,2921005
BA,Matina,12283,12404,2921054
BA,Medeiros Neto,22716,23535,2921104
BA,Miguel Calmon,25894,27600,2921203
BA,Milagres,10893,11621,2921302
BA,Mirangaba,18474,18588,2921401
BA,Mirante,8447,9735,2921450
BA,Monte Santo,49278,52015,2921500
BA,Morpará,8497,8958,2921609
BA,Morro do Chapéu,35440,36789,2921708
BA,Mortugaba,12052,12505,2921807
BA,Mucugê,8889,10096,2921906
BA,Mucuri,42251,41587,2922003
BA,Mulungu do Morro,10673,12159,2922052
BA,Mundo Novo,26970,27165,2922102
BA,Muniz Ferreira,7443,7650,2922201
BA,Muquém de São Francisco,11417,11571,2922250
BA,Muritiba,29410,30585,2922300
BA,Mutuípe,22282,22917,2922409
BA,Nazaré,28594,29450,2922508
BA,Nilo Peçanha,14079,14279,2922607
BA,Nordestina,13164,13552,2922656
BA,Nova Canaã,16472,17113,2922706
BA,Nova Fátima,7821,8101,2922730
BA,Nova Ibiá,6554,7010,2922755
BA,Nova Itarana,8279,8372,2922805
BA,Nova Redenção,9123,9485,2922854
BA,Nova Soure,26998,25931,2922904
BA,Nova Viçosa,43783,43648,2923001
BA,Novo Horizonte,12522,12381,2923035
BA,Novo Triunfo,15443,16016,2923050
BA,Olindina,28304,26907,2923100
BA,Oliveira dos Brejinhos,21810,22789,2923209
BA,Ouriçangas,8570,8895,2923308
BA,Ourolândia,17511,17954,2923357
BA,Palmas de Monte Alto,21796,22487,2923407
BA,Palmeiras,9071,9191,2923506
BA,Paramirim,21695,22184,2923605
BA,Paratinga,32141,32807,2923704
BA,Paripiranga,29058,29980,2923803
BA,Pau Brasil,9686,10784,2923902
BA,Paulo Afonso,118516,119930,2924009
BA,Pé de Serra,13556,14229,2924058
BA,Pedrão,7394,7486,2924108
BA,Pedro Alexandre,16682,18173,2924207
BA,Piatã,16984,18366,2924306
BA,Pilão Arcado,35175,35590,2924405
BA,Pindaí,16285,16849,2924504
BA,Pindobaçu,20098,21191,2924603
BA,Pintadas,10394,11036,2924652
BA,Piraí do Norte,10036,10386,2924678
BA,Piripá,10475,12035,2924702
BA,Piritiba,24964,25002,2924801
BA,Planaltino,9370,9529,2924900
BA,Planalto,26426,26743,2925006
BA,Poções,46879,48798,2925105
BA,Pojuca,39972,37993,2925204
BA,Ponto Novo,14819,15892,2925253
BA,Porto Seguro,150658,147444,2925303
BA,Potiraguá,6916,8694,2925402
BA,Prado,28194,29273,2925501
BA,Presidente Dutra,15160,15699,2925600
BA,Presidente Jânio Quadros,12179,13456,2925709
BA,Presidente Tancredo Neves,28004,27803,2925758
BA,Queimadas,25433,26525,2925808
BA,Quijingue,27626,28556,2925907
BA,Quixabeira,8956,9414,2925931
BA,Rafael Jambeiro,22633,23525,2925956
BA,Remanso,41170,42481,2926004
BA,Retirolândia,14495,14627,2926103
BA,Riachão das Neves,22334,23290,2926202
BA,Riachão do Jacuípe,33468,34715,2926301
BA,Riacho de Santana,35593,36246,2926400
BA,Ribeira do Amparo,14612,15308,2926509
BA,Ribeira do Pombal,53956,54773,2926608
BA,Ribeirão do Largo,5343,7835,2926657
BA,Rio de Contas,12932,13581,2926707
BA,Rio do Antônio,15448,15720,2926806
BA,Rio do Pires,11663,12109,2926905
BA,Rio Real,40976,41085,2927002
BA,Rodelas,9442,9297,2927101
BA,Ruy Barbosa,30857,31933,2927200
BA,Salinas da Margarida,15862,15585,2927309
BA,Salvador,2886698,2938092,2927408
BA,Santa Bárbara,20883,21310,2927507
BA,Santa Brígida,14063,15091,2927606
BA,Santa Cruz Cabrália,27922,28394,2927705
BA,Santa Cruz da Vitória,6278,6723,2927804
BA,Santa Inês,10606,11169,2927903
BA,Santaluz,37531,38219,2928000
BA,Santa Luzia,12449,13508,2928059
BA,Santa Maria da Vitória,39775,41782,2928109
BA,Santana,26705,27381,2928208
BA,Santanópolis,8966,9232,2928307
BA,Santa Rita de Cássia,28481,28988,2928406
BA,Santa Teresinha,10464,10619,2928505
BA,Santo Amaro,60131,61836,2928604
BA,Santo Antônio de Jesus,102380,102469,2928703
BA,Santo Estêvão,53269,53473,2928802
BA,São Desidério,34266,33168,2928901
BA,São Domingos,9072,9381,2928950
BA,São Félix,14762,15272,2929008
BA,São Félix do Coribe,15468,15738,2929057
BA,São Felipe,21080,21935,2929107
BA,São Francisco do Conde,40245,39790,2929206
BA,São Gabriel,18789,19594,2929255
BA,São Gonçalo dos Campos,37942,37634,2929305
BA,São José da Vitória,5608,6081,2929354
BA,São José do Jacuípe,10505,10735,2929370
BA,São Miguel das Matas,11704,12051,2929404
BA,São Sebastião do Passé,44430,45660,2929503
BA,Sapeaçu,17409,18083,2929602
BA,Sátiro Dias,17302,20376,2929701
BA,Saubara,12105,12311,2929750
BA,Saúde,12943,13343,2929800
BA,Seabra,44234,45395,2929909
BA,Sebastião Laranjeiras,11512,11615,2930006
BA,Senhor do Bonfim,79424,80769,2930105
BA,Serra do Ramalho,31416,33000,2930154
BA,Sento Sé,40989,41576,2930204
BA,Serra Dourada,17321,18352,2930303
BA,Serra Preta,14699,16171,2930402
BA,Serrinha,81286,82621,2930501
BA,Serrolândia,13446,13774,2930600
BA,Simões Filho,135783,134674,2930709
BA,Sítio do Mato,13059,13381,2930758
BA,Sítio do Quinto,9701,11517,2930766
BA,Sobradinho,23233,23650,2930774
BA,Souto Soares,17050,17419,2930808
BA,Tabocas do Brejo Velho,12516,13043,2930907
BA,Tanhaçu,20393,21299,2931004
BA,Tanque Novo,17443,17797,2931053
BA,Tanquinho,7928,8214,2931103
BA,Taperoá,21253,21282,2931202
BA,Tapiramutá,16974,17855,2931301
BA,Teixeira de Freitas,162438,159813,2931350
BA,Teodoro Sampaio,7359,7984,2931400
BA,Teofilândia,22555,23319,2931509
BA,Teolândia,15022,15269,2931608
BA,Terra Nova,13025,13527,2931707
BA,Tremedal,16189,17854,2931806
BA,Tucano,50798,52381,2931905
BA,Uauá,24113,25853,2932002
BA,Ubaíra,19877,20793,2932101
BA,Ubaitaba,18847,20646,2932200
BA,Ubatã,27263,27297,2932309
BA,Uibaí,13891,14454,2932408
BA,Umburanas,19402,19343,2932457
BA,Una,18544,21706,2932507
BA,Urandi,16665,17329,2932606
BA,Uruçuca,20413,21778,2932705
BA,Utinga,19256,19688,2932804
BA,Valença,97233,98053,2932903
BA,Valente,28800,28426,2933000
BA,Várzea da Roça,14121,14632,2933059
BA,Várzea do Poço,9210,9404,2933109
BA,Várzea Nova,12625,13500,2933158
BA,Varzedo,8785,9409,2933174
BA,Vera Cruz,43716,43162,2933208
BA,Vereda,6153,6657,2933257
BA,Vitória da Conquista,341128,346069,2933307
BA,Wagner,9344,9743,2933406
BA,Wanderley,12180,12971,2933455
BA,Wenceslau Guimarães,20978,22445,2933505
BA,Xique-Xique,46523,48274,2933604
MG,Abadia dos Dourados,7006,7037,3100104
MG,Abaeté,23250,23574,3100203
MG,Abre Campo,13444,13726,3100302
MG,Acaiaca,3994,4061,3100401
MG,Açucena,9368,10066,3100500
MG,Água Boa,13523,14524,3100609
MG,Água Comprida,1992,2061,3100708
MG,Aguanil,4522,4406,3100807
MG,Águas Formosas,19247,19363,3100906
MG,Águas Vermelhas,13599,13513,3101003
MG,Aimorés,25141,25703,3101102
MG,Aiuruoca,5976,6224,3101201
MG,Alagoa,2665,2756,3101300
MG,Albertina,3011,3040,3101409
MG,Além Paraíba,35401,35795,3101508
MG,Alfenas,80494,79222,3101607
MG,Alfredo Vasconcelos,6981,6709,3101631
MG,Almenara,42143,41552,3101706
MG,Alpercata,7436,7497,3101805
MG,Alpinópolis,19958,19741,3101904
MG,Alterosa,14517,14494,3102001
MG,Alto Caparaó,5894,5748,3102050
MG,Alto Rio Doce,10859,11792,3102100
MG,Alvarenga,3844,4245,3102209
MG,Alvinópolis,15169,15609,3102308
MG,Alvorada de Minas,3605,3669,3102407
MG,Amparo do Serra,4678,4947,3102506
MG,Andradas,41396,40407,3102605
MG,Cachoeira de Pajeú,9442,9445,3102704
MG,Andrelândia,12206,12507,3102803
MG,Angelândia,8557,8502,3102852
MG,Antônio Carlos,11459,11584,3102902
MG,Antônio Dias,9275,9660,3103009
MG,Antônio Prado de Minas,1587,1670,3103108
MG,Araçaí,2354,2361,3103207
MG,Aracitaba,2059,2112,3103306
MG,Araçuaí,36712,37317,3103405
MG,Araguari,117825,116871,3103504
MG,Arantina,2787,2877,3103603
MG,Araponga,8453,8523,3103702
MG,Araporã,6931,6717,3103751
MG,Arapuá,2835,2879,3103801
MG,Araújos,9401,8885,3103900
MG,Araxá,107337,103287,3104007
MG,Arceburgo,10883,10478,3104106
MG,Arcos,40380,39537,3104205
MG,Areado,15181,14851,3104304
MG,Argirita,2704,2874,3104403
MG,Aricanduva,5269,5156,3104452
MG,Arinos,17862,18232,3104502
MG,Astolfo Dutra,14270,14030,3104601
MG,Ataléia,12678,13897,3104700
MG,Augusto de Lima,4851,5032,3104809
MG,Baependi,19199,19252,3104908
MG,Baldim,7803,8061,3105004
MG,Bambuí,23898,23936,3105103
MG,Bandeira,4766,5001,3105202
MG,Bandeira do Sul,5778,5708,3105301
MG,Barão de Cocais,32866,31628,3105400
MG,Barão de Monte Alto,5354,5676,3105509
MG,Barbacena,138204,135829,3105608
MG,Barra Longa,5015,5710,3105707
MG,Barroso,20897,20790,3105905
MG,Bela Vista de Minas,10262,10399,3106002
MG,Belmiro Braga,3425,3502,3106101
MG,Belo Horizonte,2521564,2513451,3106200
MG,Belo Oriente,26994,25895,3106309
MG,Belo Vale,7719,7829,3106408
MG,Berilo,11872,12394,3106507
MG,Bertópolis,4607,4671,3106606
MG,Berizal,4764,4691,3106655
MG,Betim,444784,422354,3106705
MG,Bias Fortes,3329,3648,3106804
MG,Bicas,14554,14481,3106903
MG,Biquinhas,2498,2630,3107000
MG,Boa Esperança,40219,40412,3107109
MG,Bocaina de Minas,5089,5180,3107208
MG,Bocaiúva,50256,49891,3107307
MG,Bom Despacho,51028,49650,3107406
MG,Bom Jardim de Minas,6459,6648,3107505
MG,Bom Jesus da Penha,4244,4177,3107604
MG,Bom Jesus do Amparo,6133,5972,3107703
MG,Bom Jesus do Galho,14862,15500,3107802
MG,Bom Repouso,10537,10771,3107901
MG,Bom Sucesso,17607,17883,3108008
MG,Bonfim,6860,7018,3108107
MG,Bonfinópolis de Minas,5444,5797,3108206
MG,Bonito de Minas,11369,10797,3108255
MG,Borda da Mata,19614,18873,3108305
MG,Botelhos,14949,15323,3108404
MG,Botumirim,6288,6557,3108503
MG,Brasilândia de Minas,16748,15921,3108552
MG,Brasília de Minas,32405,32650,3108602
MG,Brás Pires,4293,4577,3108701
MG,Braúnas,4769,5024,3108800
MG,Brazópolis,14410,14911,3108909
MG,Brumadinho,40666,38373,3109006
MG,Bueno Brandão,10991,11228,3109105
MG,Buenópolis,10353,10592,3109204
MG,Bugre,3983,4140,3109253
MG,Buritis,25013,24524,3109303
MG,Buritizeiro,28121,28251,3109402
MG,Cabeceira Grande,6988,6901,3109451
MG,Cabo Verde,14075,14314,3109501
MG,Cachoeira da Prata,3591,3716,3109600
MG,Cachoeira de Minas,11579,11607,3109709
MG,Cachoeira Dourada,2706,2676,3109808
MG,Caetanópolis,11749,11287,3109907
MG,Caeté,45047,44066,3110004
MG,Caiana,5541,5398,3110103
MG,Cajuri,3974,4114,3110202
MG,Caldas,14541,14464,3110301
MG,Camacho,2869,3086,3110400
MG,Camanducaia,21801,22007,3110509
MG,Cambuí,29814,28924,3110608
MG,Cambuquira,12812,13040,3110707
MG,Campanário,3730,3745,3110806
MG,Campanha,16762,16532,3110905
MG,Campestre,21054,21417,3111002
MG,Campina Verde,19752,20052,3111101
MG,Campo Azul,3824,3853,3111150
MG,Campo Belo,54186,54272,3111200
MG,Campo do Meio,11651,11867,3111309
MG,Campo Florido,8269,7783,3111408
MG,Campos Altos,15563,15289,3111507
MG,Campos Gerais,28842,28970,3111606
MG,Canaã,4548,4706,3111705
MG,Canápolis,12201,12062,3111804
MG,Cana Verde,5594,5736,3111903
MG,Candeias,14888,15128,3112000
MG,Cantagalo,4551,4491,3112059
MG,Caparaó,5451,5472,3112109
MG,Capela Nova,4634,4815,3112208
MG,Capelinha,38057,37606,3112307
MG,Capetinga,6890,7168,3112406
MG,Capim Branco,9826,9609,3112505
MG,Capinópolis,16234,16183,3112604
MG,Capitão Andrade,5514,5362,3112653
MG,Capitão Enéas,15313,15157,3112703
MG,Capitólio,8663,8648,3112802
MG,Caputira,9308,9412,3112901
MG,Caraí,23780,23679,3113008
MG,Caranaíba,3166,3309,3113107
MG,Carandaí,25669,25214,3113206
MG,Carangola,33011,33513,3113305
MG,Caratinga,92603,91342,3113404
MG,Carbonita,9414,9526,3113503
MG,Careaçu,6792,6721,3113602
MG,Carlos Chagas,18674,19857,3113701
MG,Carmésia,2646,2615,3113800
MG,Carmo da Cachoeira,12182,12326,3113909
MG,Carmo da Mata,11511,11518,3114006
MG,Carmo de Minas,14947,14736,3114105
MG,Carmo do Cajuru,22693,21941,3114204
MG,Carmo do Paranaíba,30334,30823,3114303
MG,Carmo do Rio Claro,21268,21400,3114402
MG,Carmópolis de Minas,19559,18812,3114501
MG,Carneirinho,10066,10030,3114550
MG,Carrancas,4049,4103,3114600
MG,Carvalhópolis,3597,3563,3114709
MG,Carvalhos,4461,4625,3114808
MG,Casa Grande,2254,2309,3114907
MG,Cascalho Rico,3092,3055,3115003
MG,Cássia,17740,18036,3115102
MG,Conceição da Barra de Minas,3946,4052,3115201
MG,Cataguases,75540,74609,3115300
MG,Catas Altas,5421,5274,3115359
MG,Catas Altas da Noruega,3653,3652,3115409
MG,Catuji,6257,6646,3115458
MG,Catuti,4965,5163,3115474
MG,Caxambu,21610,22219,3115508
MG,Cedro do Abaeté,1157,1213,3115607
MG,Central de Minas,7046,7092,3115706
MG,Centralina,10346,10613,3115805
MG,Chácara,3186,3072,3115904
MG,Chalé,5699,5820,3116001
MG,Chapada do Norte,15345,15666,3116100
MG,Chapada Gaúcha,13953,12739,3116159
MG,Chiador,2671,2798,3116209
MG,Cipotânea,6799,6850,3116308
MG,Claraval,4853,4824,3116407
MG,Claro dos Poções,7514,7840,3116506
MG,Cláudio,28859,28063,3116605
MG,Coimbra,7594,7520,3116704
MG,Coluna,8841,9162,3116803
MG,Comendador Gomes,3120,3127,3116902
MG,Comercinho,6774,7714,3117009
MG,Conceição da Aparecida,10322,10339,3117108
MG,Conceição das Pedras,2813,2854,3117207
MG,Conceição das Alagoas,28346,26428,3117306
MG,Conceição de Ipanema,4578,4636,3117405
MG,Conceição do Mato Dentro,17503,18160,3117504
MG,Conceição do Pará,5533,5488,3117603
MG,Conceição do Rio Verde,13684,13672,3117702
MG,Conceição dos Ouros,11748,11367,3117801
MG,Cônego Marinho,7686,7611,3117836
MG,Confins,6800,6545,3117876
MG,Congonhal,12082,11588,3117900
MG,Congonhas,55309,53348,3118007
MG,Congonhas do Norte,5046,5128,3118106
MG,Conquista,6969,6928,3118205
MG,Conselheiro Lafaiete,129606,126420,3118304
MG,Conselheiro Pena,22949,23192,3118403
MG,Consolação,1784,1807,3118502
MG,Contagem,668949,653800,3118601
MG,Coqueiral,9128,9446,3118700
MG,Coração de Jesus,26611,27014,3118809
MG,Cordisburgo,8897,9014,3118908
MG,Cordislândia,3542,3580,3119005
MG,Corinto,23668,24407,3119104
MG,Coroaci,9943,10365,3119203
MG,Coromandel,27966,28483,3119302
MG,Coronel Fabriciano,110290,109857,3119401
MG,Coronel Murta,9215,9405,3119500
MG,Coronel Pacheco,3090,3117,3119609
MG,Coronel Xavier Chaves,3441,3461,3119708
MG,Córrego Danta,3191,3374,3119807
MG,Córrego do Bom Jesus,3694,3807,3119906
MG,Córrego Fundo,6382,6252,3119955
MG,Córrego Novo,2728,3000,3120003
MG,Couto de Magalhães de Minas,4423,4428,3120102
MG,Crisólita,6760,6579,3120151
MG,Cristais,12931,12444,3120201
MG,Cristália,5982,6026,3120300
MG,Cristiano Otoni,5156,5215,3120409
MG,Cristina,10226,10483,3120508
MG,Crucilândia,5054,5036,3120607
MG,Cruzeiro da Fortaleza,3639,4158,3120706
MG,Cruzília,15474,15435,3120805
MG,Cuparaque,5005,4972,3120839
MG,Curral de Dentro,7799,7559,3120870
MG,Curvelo,80616,79401,3120904
MG,Datas,5421,5457,3121001
MG,Delfim Moreira,8016,8203,3121100
MG,Delfinópolis,7131,7165,3121209
MG,Delta,10768,9707,3121258
MG,Descoberto,5029,5029,3121308
MG,Desterro de Entre Rios,7255,7317,3121407
MG,Desterro do Melo,2884,3026,3121506
MG,Diamantina,47825,48095,3121605
MG,Diogo de Vasconcelos,3790,3918,3121704
MG,Dionísio,7609,8373,3121803
MG,Divinésia,3424,3446,3121902
MG,Divino,19976,20074,3122009
MG,Divino das Laranjeiras,4974,5084,3122108
MG,Divinolândia de Minas,7614,7517,3122207
MG,Divinópolis,240408,232945,3122306
MG,Divisa Alegre,6868,6553,3122355
MG,Divisa Nova,6025,6050,3122405
MG,Divisópolis,11211,10382,3122454
MG,Dom Bosco,3655,3830,3122470
MG,Dom Cavati,5048,5260,3122504
MG,Dom Joaquim,4451,4609,3122603
MG,Dom Silvério,5232,5349,3122702
MG,Dom Viçoso,2997,3073,3122801
MG,Dona Eusébia,6619,6483,3122900
MG,Dores de Campos,10223,10026,3123007
MG,Dores de Guanhães,5154,5322,3123106
MG,Dores do Indaiá,13427,13952,3123205
MG,Dores do Turvo,4230,4455,3123304
MG,Doresópolis,1533,1526,3123403
MG,Douradoquara,1912,1925,3123502
MG,Durandé,7870,7852,3123528
MG,Elói Mendes,28320,27505,3123601
MG,Engenheiro Caldas,11202,11032,3123700
MG,Engenheiro Navarro,7241,7369,3123809
MG,Entre Folhas,5377,5397,3123858
MG,Entre Rios de Minas,15380,15210,3123908
MG,Ervália,18958,18944,3124005
MG,Esmeraldas,71551,68133,3124104
MG,Espera Feliz,25122,24641,3124203
MG,Espinosa,31610,32183,3124302
MG,Espírito Santo do Dourado,4710,4692,3124401
MG,Estiva,11386,11411,3124500
MG,Estrela Dalva,2325,2459,3124609
MG,Estrela do Indaiá,3491,3593,3124708
MG,Estrela do Sul,8018,7940,3124807
MG,Eugenópolis,11330,11229,3124906
MG,Ewbank da Câmara,3923,3940,3125002
MG,Extrema,36951,33729,3125101
MG,Fama,2376,2424,3125200
MG,Faria Lemos,3221,3383,3125309
MG,Felício dos Santos,4704,5046,3125408
MG,São Gonçalo do Rio Preto,3173,3197,3125507
MG,Felisburgo,7504,7386,3125606
MG,Felixlândia,15433,15178,3125705
MG,Fernandes Tourinho,3466,3337,3125804
MG,Ferros,9696,10519,3125903
MG,Fervedouro,11054,10989,3125952
MG,Florestal,7533,7278,3126000
MG,Formiga,67822,68236,3126109
MG,Formoso,9688,9184,3126208
MG,Fortaleza de Minas,4437,4382,3126307
MG,Fortuna de Minas,2967,2913,3126406
MG,Francisco Badaró,10321,10553,3126505
MG,Francisco Dumont,5242,5188,3126604
MG,Francisco Sá,26369,26325,3126703
MG,Franciscópolis,5338,5708,3126752
MG,Frei Gaspar,5869,6026,3126802
MG,Frei Inocêncio,9664,9543,3126901
MG,Frei Lagonegro,3487,3498,3126950
MG,Fronteira,18492,16744,3127008
MG,Fronteira dos Vales,4561,4743,3127057
MG,Fruta de Leite,5299,5758,3127073
MG,Frutal,60012,58295,3127107
MG,Funilândia,4392,4237,3127206
MG,Galiléia,6790,7047,3127305
MG,Gameleiras,5096,5250,3127339
MG,Glaucilândia,3164,3145,3127354
MG,Goiabeira,3378,3304,3127370
MG,Goianá,3990,3928,3127388
MG,Gonçalves,4355,4401,3127404
MG,Gonzaga,6171,6206,3127503
MG,Gouveia,11818,12056,3127602
MG,Governador Valadares,281046,279665,3127701
MG,Grão Mogol,15890,15870,3127800
MG,Grupiara,1387,1417,3127909
MG,Guanhães,34573,33815,3128006
MG,Guapé,14258,14435,3128105
MG,Guaraciaba,10315,10537,3128204
MG,Guaraciama,4989,4982,3128253
MG,Guaranésia,19017,19360,3128303
MG,Guarani,8918,9031,3128402
MG,Guarará,3775,3951,3128501
MG,Guarda-Mor,6569,6737,3128600
MG,Guaxupé,52078,52108,3128709
MG,Guidoval,7051,7313,3128808
MG,Guimarânia,8105,7895,3128907
MG,Guiricema,8343,8743,3129004
MG,Gurinhatã,5577,6002,3129103
MG,Heliodora,6591,6528,3129202
MG,Iapu,11045,10917,3129301
MG,Ibertioga,5010,5153,3129400
MG,Ibiá,25358,24946,3129509
MG,Ibiaí,8437,8357,3129608
MG,Ibiracatu,5369,6185,3129657
MG,Ibiraci,13986,13444,3129707
MG,Ibirité,182153,175721,3129806
MG,Ibitiúra de Minas,3492,3528,3129905
MG,Ibituruna,2996,3009,3130002
MG,Icaraí de Minas,12097,11736,3130051
MG,Igarapé,43817,40468,3130101
MG,Igaratinga,11005,10420,3130200
MG,Iguatama,7923,8182,3130309
MG,Ijaci,6610,6406,3130408
MG,Ilicínea,12444,12289,3130507
MG,Imbé de Minas,6940,6862,3130556
MG,Inconfidentes,7358,7324,3130606
MG,Indaiabira,7339,7525,3130655
MG,Indianópolis,6951,6751,3130705
MG,Ingaí,2776,2775,3130804
MG,Inhapim,24079,24813,3130903
MG,Inhaúma,6312,6200,3131000
MG,Inimutaba,7560,7445,3131109
MG,Ipaba,18769,18225,3131158
MG,Ipanema,20000,19603,3131208
MG,Ipatinga,265409,259324,3131307
