UF,nome_municipio,pop_est,pop_est_2016,geocodigo
PR,Salto do Itararé,4898,5179,4122909
PR,Salto do Lontra,14872,14627,4123006
PR,Santa Amélia,3266,3643,4123105
PR,Santa Cecília do Pavão,3293,3570,4123204
PR,Santa Cruz de Monte Castelo,7751,8140,4123303
PR,Santa Fé,12186,11562,4123402
PR,Santa Helena,26767,25665,4123501
PR,Santa Inês,1594,1746,4123600
PR,Santa Isabel do Ivaí,8523,8877,4123709
PR,Santa Izabel do Oeste,14794,14289,4123808
PR,Santa Lúcia,3793,3965,4123824
PR,Santa Maria do Oeste,9410,10861,4123857
PR,Santa Mariana,11622,12369,4123907
PR,Santa Mônica,4017,3882,4123956
PR,Santana do Itararé,4954,5244,4124004
PR,Santa Tereza do Oeste,10096,10489,4124020
PR,Santa Terezinha de Itaipu,23699,22783,4124053
PR,Santo Antônio da Platina,46251,45562,4124103
PR,Santo Antônio do Caiuá,2626,2749,4124202
PR,Santo Antônio do Paraíso,2068,2307,4124301
PR,Santo Antônio do Sudoeste,20261,20059,4124400
PR,Santo Inácio,5416,5494,4124509
PR,São Carlos do Ivaí,6920,6797,4124608
PR,São Jerônimo da Serra,11128,11535,4124707
PR,São João,10181,10676,4124806
PR,São João do Caiuá,5837,6031,4124905
PR,São João do Ivaí,10056,11115,4125001
PR,São João do Triunfo,15241,14815,4125100
PR,São Jorge d'Oeste,9028,9296,4125209
PR,São Jorge do Ivaí,5543,5675,4125308
PR,São Jorge do Patrocínio,5586,5980,4125357
PR,São José da Boa Vista,6160,6512,4125407
PR,São José das Palmeiras,3627,3832,4125456
PR,São José dos Pinhais,329058,302759,4125506
PR,São Manoel do Paraná,2163,2184,4125555
PR,São Mateus do Sul,46705,45000,4125605
PR,São Miguel do Iguaçu,27576,27330,4125704
PR,São Pedro do Iguaçu,5820,6336,4125753
PR,São Pedro do Ivaí,11046,10864,4125803
PR,São Pedro do Paraná,2289,2459,4125902
PR,São Sebastião da Amoreira,8859,8968,4126009
PR,São Tomé,5750,5686,4126108
PR,Sapopema,6722,6906,4126207
PR,Sarandi,97803,91344,4126256
PR,Saudade do Iguaçu,5539,5410,4126272
PR,Sengés,19385,19373,4126306
PR,Serranópolis do Iguaçu,4477,4645,4126355
PR,Sertaneja,5216,5678,4126405
PR,Sertanópolis,16413,16429,4126504
PR,Siqueira Campos,21249,20303,4126603
PR,Sulina,2930,3257,4126652
PR,Tamarana,15040,13939,4126678
PR,Tamboara,5158,5028,4126702
PR,Tapejara,16345,15835,4126801
PR,Tapira,5495,5824,4126900
PR,Teixeira Soares,12567,11666,4127007
PR,Telêmaco Borba,79792,76550,4127106
PR,Terra Boa,17200,16887,4127205
PR,Terra Rica,16924,16453,4127304
PR,Terra Roxa,17522,17573,4127403
PR,Tibagi,20607,20470,4127502
PR,Tijucas do Sul,17084,16161,4127601
PR,Toledo,142645,133824,4127700
PR,Tomazina,7807,8544,4127809
PR,Três Barras do Paraná,12038,12242,4127858
PR,Tunas do Paraná,9022,7767,4127882
PR,Tuneiras do Oeste,8533,8847,4127908
PR,Tupãssi,8109,8269,4127957
PR,Turvo,13095,13712,4127965
PR,Ubiratã,20909,21812,4128005
PR,Umuarama,112500,109132,4128104
PR,União da Vitória,57913,56650,4128203
PR,Uniflor,2614,2604,4128302
PR,Uraí,11273,11678,4128401
PR,Wenceslau Braz,19386,19852,4128500
PR,Ventania,12088,11252,4128534
PR,Vera Cruz do Oeste,8454,8958,4128559
PR,Verê,7174,7745,4128609
PR,Alto Paraíso,2685,3037,4128625
PR,Doutor Ulysses,5552,5794,4128633
PR,Virmond,4022,4090,4128658
PR,Vitorino,6859,6853,4128708
PR,Xambrê,5630,5986,4128807
SC,Abdon Batista,2548,2617,4200051
SC,Abelardo Luz,17960,17782,4200101
SC,Agrolândia,11013,10427,4200200
SC,Agronômica,5509,5371,4200309
SC,Água Doce,7152,7143,4200408
SC,Águas de Chapecó,6515,6412,4200507
SC,Águas Frias,2354,2397,4200556
SC,Águas Mornas,6559,6206,4200606
SC,Alfredo Wagner,10086,9905,4200705
SC,Alto Bela Vista,1926,1977,4200754
SC,Anchieta,5557,5909,4200804
SC,Angelina,4743,4998,4200903
SC,Anita Garibaldi,6957,7708,4201000
SC,Anitápolis,3228,3251,4201109
SC,Antônio Carlos,8613,8223,4201208
SC,Apiúna,10848,10432,4201257
SC,Arabutã,4267,4278,4201273
SC,Araquari,39524,33867,4201307
SC,Araranguá,68867,66442,4201406
SC,Armazém,8759,8431,4201505
SC,Arroio Trinta,3549,3564,4201604
SC,Arvoredo,2234,2266,4201653
SC,Ascurra,7978,7829,4201703
SC,Atalanta,3195,3268,4201802
SC,Aurora,5683,5681,4201901
SC,Balneário Arroio do Silva,13430,11982,4201950
SC,Balneário Camboriú,145796,131727,4202008
SC,Balneário Barra do Sul,11035,10073,4202057
SC,Balneário Gaivota,11260,10128,4202073
SC,Bandeirante,2648,2779,4202081
SC,Barra Bonita,1651,1764,4202099
SC,Barra Velha,29860,27080,4202107
SC,Bela Vista do Toldo,6362,6276,4202131
SC,Belmonte,2709,2705,4202156
SC,Benedito Novo,11775,11297,4202206
SC,Biguaçu,69486,65528,4202305
SC,Blumenau,361855,343715,4202404
SC,Bocaina do Sul,3488,3440,4202438
SC,Bombinhas,20335,18052,4202453
SC,Bom Jardim da Serra,4772,4663,4202503
SC,Bom Jesus,3057,2870,4202537
SC,Bom Jesus do Oeste,2139,2153,4202578
SC,Bom Retiro,10060,9698,4202602
SC,Botuverá,5322,5022,4202701
SC,Braço do Norte,33876,32209,4202800
SC,Braço do Trombudo,3769,3682,4202859
SC,Brunópolis,2368,2589,4202875
SC,Brusque,137689,125810,4202909
SC,Caçador,79313,76571,4203006
SC,Caibi,6130,6228,4203105
SC,Calmon,3335,3389,4203154
SC,Camboriú,85105,76592,4203204
SC,Capão Alto,2496,2625,4203253
SC,Campo Alegre,11981,12002,4203303
SC,Campo Belo do Sul,6952,7237,4203402
SC,Campo Erê,8418,8890,4203501
SC,Campos Novos,36556,35383,4203600
SC,Canelinha,12398,11781,4203709
SC,Canoinhas,54480,54296,4203808
SC,Capinzal,23035,22327,4203907
SC,Capivari de Baixo,25177,23982,4203956
SC,Catanduvas,10984,10503,4204004
SC,Caxambu do Sul,3551,3939,4204103
SC,Celso Ramos,2719,2768,4204152
SC,Cerro Negro,3068,3308,4204178
SC,Chapadão do Lageado,3006,2933,4204194
SC,Chapecó,224013,209553,4204202
SC,Cocal do Sul,16821,16301,4204251
SC,Concórdia,75167,73206,4204301
SC,Cordilheira Alta,4520,4253,4204350
SC,Coronel Freitas,9940,10165,4204400
SC,Coronel Martins,2555,2541,4204459
SC,Corupá,16107,15337,4204509
SC,Correia Pinto,12553,13591,4204558
SC,Criciúma,217311,209153,4204608
SC,Cunha Porã,11118,11020,4204707
SC,Cunhataí,1967,1949,4204756
SC,Curitibanos,39893,39399,4204806
SC,Descanso,8192,8452,4204905
SC,Dionísio Cerqueira,15545,15395,4205001
SC,Dona Emma,4186,4039,4205100
SC,Doutor Pedrinho,4115,3990,4205159
SC,Entre Rios,3218,3167,4205175
SC,Ermo,2061,2077,4205191
SC,Erval Velho,4418,4472,4205209
SC,Faxinal dos Guedes,10649,10758,4205308
SC,Flor do Sertão,1579,1597,4205357
SC,Florianópolis,508826,477798,4205407
SC,Formosa do Sul,2495,2562,4205431
SC,Forquilhinha,27211,25560,4205456
SC,Fraiburgo,36584,36102,4205506
SC,Frei Rogério,1970,2197,4205555
SC,Galvão,2791,3137,4205605
SC,Garopaba,23579,21573,4205704
SC,Garuva,18484,17134,4205803
SC,Gaspar,70793,66213,4205902
SC,Governador Celso Ramos,14606,14087,4206009
SC,Grão Pará,6595,6507,4206108
SC,Gravatal,11577,11313,4206207
SC,Guabiruba,24382,22174,4206306
SC,Guaraciaba,10026,10316,4206405
SC,Guaramirim,45797,41879,4206504
SC,Guarujá do Sul,5178,5118,4206603
SC,Guatambú,4698,4736,4206652
SC,Herval d'Oeste,22714,22324,4206702
SC,Ibiam,1954,1968,4206751
SC,Ibicaré,3178,3290,4206801
SC,Ibirama,19096,18567,4206900
SC,Içara,57247,53998,4207007
SC,Ilhota,14359,13676,4207106
SC,Imaruí,9948,10752,4207205
SC,Imbituba,45286,43624,4207304
SC,Imbuia,6241,6087,4207403
SC,Indaial,70900,65000,4207502
SC,Iomerê,2962,2899,4207577
SC,Ipira,4406,4599,4207601
SC,Iporã do Oeste,9045,8876,4207650
SC,Ipuaçu,7579,7331,4207684
SC,Ipumirim,7620,7530,4207700
SC,Iraceminha,3938,4103,4207759
SC,Irani,10498,10202,4207809
SC,Irati,1909,2004,4207858
SC,Irineópolis,11289,11061,4207908
SC,Itá,6129,6311,4208005
SC,Itaiópolis,21780,21385,4208104
SC,Itajaí,223112,208958,4208203
SC,Itapema,67338,59147,4208302
SC,Itapiranga,17007,16541,4208401
SC,Itapoá,21177,18749,4208450
SC,Ituporanga,25355,24343,4208500
SC,Jaborá,3918,4006,4208609
SC,Jacinto Machado,10376,10573,4208708
SC,Jaguaruna,20288,19254,4208807
SC,Jaraguá do Sul,181173,167300,4208906
SC,Jardinópolis,1546,1649,4208955
SC,Joaçaba,30404,29310,4209003
SC,Joinville,597658,569645,4209102
SC,José Boiteux,5007,4874,4209151
SC,Jupiá,2092,2134,4209177
SC,Lacerdópolis,2247,2249,4209201
SC,Lages,157349,158620,4209300
SC,Laguna,46122,44982,4209409
SC,Lajeado Grande,1418,1461,4209458
SC,Laurentino,7063,6694,4209508
SC,Lauro Muller,15313,15073,4209607
SC,Lebon Régis,12115,12119,4209706
SC,Leoberto Leal,3000,3179,4209805
SC,Lindóia do Sul,4546,4630,4209854
SC,Lontras,12315,11584,4209904
SC,Luiz Alves,13107,12162,4210001
SC,Luzerna,5684,5703,4210035
SC,Macieira,1766,1807,4210050
SC,Mafra,56561,55611,4210100
SC,Major Gercino,3454,3416,4210209
SC,Major Vieira,8156,7957,4210308
SC,Maracajá,7378,7051,4210407
SC,Maravilha,26116,24712,4210506
SC,Marema,1750,1952,4210555
SC,Massaranduba,17125,16240,4210605
SC,Matos Costa,2480,2652,4210704
SC,Meleiro,7001,7056,4210803
SC,Mirim Doce,2283,2399,4210852
SC,Modelo,4218,4181,4210902
SC,Mondaí,11889,11343,4211009
SC,Monte Carlo,9906,9740,4211058
SC,Monte Castelo,8269,8473,4211108
SC,Morro da Fumaça,17947,17373,4211207
SC,Morro Grande,2888,2918,4211256
SC,Navegantes,83626,74964,4211306
SC,Nova Erechim,5092,4804,4211405
SC,Nova Itaberaba,4329,4339,4211454
SC,Nova Trento,14782,13861,4211504
SC,Nova Veneza,15342,14654,4211603
SC,Novo Horizonte,2404,2569,4211652
SC,Orleans,23038,22587,4211702
SC,Otacílio Costa,18975,18075,4211751
SC,Ouro,7272,7381,4211801
SC,Ouro Verde,2207,2254,4211850
SC,Paial,1474,1607,4211876
SC,Painel,2356,2378,4211892
SC,Palhoça,175272,161395,4211900
SC,Palma Sola,7372,7604,4212007
SC,Palmeira,2650,2562,4212056
SC,Palmitos,16157,16257,4212106
SC,Papanduva,19422,18905,4212205
SC,Paraíso,3360,3688,4212239
SC,Passo de Torres,9048,8142,4212254
SC,Passos Maia,4109,4279,4212270
SC,Paulo Lopes,7569,7282,4212304
SC,Pedras Grandes,3953,4047,4212403
SC,Penha,33284,30262,4212502
SC,Peritiba,2760,2880,4212601
SC,Pescaria Brava,10159,9908,4212650
SC,Petrolândia,5905,6051,4212700
SC,Balneário Piçarras,23772,21253,4212809
SC,Pinhalzinho,20712,19105,4212908
SC,Pinheiro Preto,3596,3438,4213005
SC,Piratuba,3745,4209,4213104
SC,Planalto Alegre,2888,2823,4213153
SC,Pomerode,34010,31760,4213203
SC,Ponte Alta,4650,4796,4213302
SC,Ponte Alta do Norte,3420,3405,4213351
SC,Ponte Serrada,11634,11499,4213401
SC,Porto Belo,21932,19744,4213500
SC,Porto União,35543,35045,4213609
SC,Pouso Redondo,17712,16692,4213708
SC,Praia Grande,7312,7367,4213807
SC,Presidente Castello Branco,1547,1630,4213906
SC,Presidente Getúlio,17726,16736,4214003
SC,Presidente Nereu,2283,2306,4214102
SC,Princesa,2937,2891,4214151
SC,Quilombo,9829,10096,4214201
SC,Rancho Queimado,2887,2860,4214300
SC,Rio das Antas,6202,6246,4214409
SC,Rio do Campo,5902,6078,4214508
SC,Rio do Oeste,7520,7428,4214607
SC,Rio dos Cedros,11808,11295,4214706
SC,Rio do Sul,72006,68217,4214805
SC,Rio Fortuna,4620,4594,4214904
SC,Rio Negrinho,42495,41817,4215000
SC,Rio Rufino,2483,2487,4215059
SC,Riqueza,4561,4705,4215075
SC,Rodeio,11600,11434,4215109
SC,Romelândia,4684,5120,4215208
SC,Salete,7659,7614,4215307
SC,Saltinho,3754,3872,4215356
SC,Salto Veloso,4756,4616,4215406
SC,Sangão,12905,12001,4215455
SC,Santa Cecília,16918,16606,4215505
SC,Santa Helena,2200,2288,4215554
SC,Santa Rosa de Lima,2147,2133,4215604
SC,Santa Rosa do Sul,8378,8333,4215653
SC,Santa Terezinha,8773,8855,4215679
SC,Santa Terezinha do Progresso,2372,2611,4215687
SC,Santiago do Sul,1235,1341,4215695
SC,Santo Amaro da Imperatriz,23579,22266,4215703
SC,São Bernardino,2287,2496,4215752
SC,São Bento do Sul,85421,81893,4215802
SC,São Bonifácio,2814,2922,4215901
SC,São Carlos,11369,11038,4216008
SC,São Cristovão do Sul,5598,5412,4216057
SC,São Domingos,9434,9509,4216107
SC,São Francisco do Sul,53746,49658,4216206
SC,São João do Oeste,6402,6285,4216255
SC,São João Batista,38583,33897,4216305
SC,São João do Itaperiú,3759,3662,4216354
SC,São João do Sul,7315,7247,4216404
SC,São Joaquim,27139,26447,4216503
SC,São José,250181,236029,4216602
SC,São José do Cedro,13820,13899,4216701
SC,São José do Cerrito,8173,8705,4216800
SC,São Lourenço do Oeste,24291,23473,4216909
SC,São Ludgero,13650,12688,4217006
SC,São Martinho,3171,3217,4217105
SC,São Miguel da Boa Vista,1807,1860,4217154
SC,São Miguel do Oeste,40868,39390,4217204
SC,São Pedro de Alcântara,5935,5488,4217253
SC,Saudades,9810,9594,4217303
SC,Schroeder,21991,19463,4217402
SC,Seara,17576,17483,4217501
SC,Serra Alta,3256,3307,4217550
SC,Siderópolis,14092,13778,4217600
SC,Sombrio,30733,29340,4217709
SC,Sul Brasil,2423,2587,4217758
SC,Taió,18486,18161,4217808
SC,Tangará,8662,8748,4217907
SC,Tigrinhos,1619,1707,4217956
SC,Tijucas,39155,36170,4218004
SC,Timbé do Sul,5343,5379,4218103
SC,Timbó,44977,42045,4218202
SC,Timbó Grande,7941,7699,4218251
SC,Três Barras,19366,19046,4218301
SC,Treviso,3966,3824,4218350
SC,Treze de Maio,7093,7082,4218400
SC,Treze Tílias,7991,7392,4218509
SC,Trombudo Central,7434,7135,4218608
SC,Tubarão,106422,103674,4218707
SC,Tunápolis,4525,4612,4218756
SC,Turvo,12990,12649,4218806
SC,União do Oeste,2412,2650,4218855
SC,Urubici,11273,11147,4218905
SC,Urupema,2459,2492,4218954
SC,Urussanga,21344,21090,4219002
SC,Vargeão,3571,3590,4219101
SC,Vargem,2432,2586,4219150
SC,Vargem Bonita,4451,4635,4219176
SC,Vidal Ramos,6329,6361,4219200
SC,Videira,53610,51499,4219309
SC,Vitor Meireles,4943,5089,4219358
SC,Witmarsum,3998,3876,4219408
SC,Xanxerê,51642,49057,4219507
SC,Xavantina,3903,4039,4219606
SC,Xaxim,28983,27921,4219705
SC,Zortéa,3398,3264,4219853
SC,Balneário Rincão,12946,12212,4220000
RS,Aceguá,4942,4731,4300034
RS,Água Santa,3743,3841,4300059
RS,Agudo,16401,17102,4300109
RS,Ajuricaba,6987,7372,4300208
RS,Alecrim,5827,6799,4300307
RS,Alegrete,73028,78244,4300406
RS,Alegria,3374,4085,4300455
RS,Almirante Tamandaré do Sul,1949,2085,4300471
RS,Alpestre,6067,7533,4300505
RS,Alto Alegre,1613,1815,4300554
RS,Alto Feliz,3036,3032,4300570
RS,Alvorada,211352,207392,4300604
RS,Amaral Ferrador,7085,6817,4300638
RS,Ametista do Sul,7403,7573,4300646
RS,André da Rocha,1343,1300,4300661
RS,Anta Gorda,5961,6216,4300703
RS,Antônio Prado,13045,13296,4300802
RS,Arambaré,3562,3755,4300851
RS,Araricá,5771,5349,4300877
RS,Aratiba,6189,6621,4300901
RS,Arroio do Meio,20967,20162,4301008
RS,Arroio do Sal,10279,8921,4301057
RS,Arroio do Padre,2951,2895,4301073
RS,Arroio dos Ratos,14177,14227,4301107
RS,Arroio do Tigre,13413,13353,4301206
RS,Arroio Grande,18238,18935,4301305
RS,Arvorezinha,10423,10605,4301404
RS,Augusto Pestana,6602,7117,4301503
RS,Áurea,3535,3725,4301552
RS,Bagé,121335,121986,4301602
RS,Balneário Pinhal,14363,12493,4301636
RS,Barão,6202,6086,4301651
RS,Barão de Cotegipe,6620,6759,4301701
RS,Barão do Triunfo,7519,7415,4301750
RS,Barracão,5256,5479,4301800
RS,Barra do Guarita,3257,3245,4301859
RS,Barra do Quaraí,4227,4212,4301875
RS,Barra do Ribeiro,13556,13316,4301909
RS,Barra do Rio Azul,1655,1933,4301925
RS,Barra Funda,2551,2507,4301958
RS,Barros Cassal,11182,11484,4302006
RS,Benjamin Constant do Sul,1958,2245,4302055
RS,Bento Gonçalves,121803,114203,4302105
RS,Boa Vista das Missões,2092,2168,4302154
RS,Boa Vista do Buricá,6712,6822,4302204
RS,Boa Vista do Cadeado,2468,2524,4302220
RS,Boa Vista do Incra,2616,2569,4302238
RS,Boa Vista do Sul,2778,2859,4302253
RS,Bom Jesus,11309,11784,4302303
RS,Bom Princípio,14255,13064,4302352
RS,Bom Progresso,1899,2238,4302378
RS,Bom Retiro do Sul,12390,12158,4302402
RS,Boqueirão do Leão,7702,7913,4302451
RS,Bossoroca,6205,6836,4302501
RS,Bozano,2111,2233,4302584
RS,Braga,3311,3667,4302600
RS,Brochier,5104,4975,4302659
RS,Butiá,20952,21220,4302709
RS,Caçapava do Sul,33548,34644,4302808
RS,Cacequi,12423,13616,4302907
RS,Cachoeira do Sul,81869,85600,4303004
RS,Cachoeirinha,131240,126666,4303103
RS,Cacique Doble,5074,5090,4303202
RS,Caibaté,4823,5050,4303301
RS,Caiçara,4700,5083,4303400
RS,Camaquã,66478,66031,4303509
RS,Camargo,2742,2726,4303558
RS,Cambará do Sul,6406,6687,4303608
RS,Campestre da Serra,3395,3400,4303673
RS,Campina das Missões,5398,6031,4303707
RS,Campinas do Sul,5438,5645,4303806
RS,Campo Bom,69458,64553,4303905
RS,Campo Novo,4376,5217,4304002
RS,Campos Borges,3295,3524,4304101
RS,Candelária,31421,31541,4304200
RS,Cândido Godói,6151,6587,4304309
RS,Candiota,9647,9362,4304358
RS,Canela,45488,42746,4304408
RS,Canguçu,56211,55956,4304507
RS,Canoas,348208,342634,4304606
RS,Canudos do Vale,1705,1823,4304614
RS,Capão Bonito do Sul,1641,1764,4304622
RS,Capão da Canoa,54051,47792,4304630
RS,Capão do Cipó,3699,3419,4304655
RS,Capão do Leão,25409,25441,4304663
RS,Capivari do Sul,4728,4320,4304671
RS,Capela de Santana,12064,11375,4304689
RS,Capitão,2763,2763,4304697
RS,Carazinho,62265,62193,4304705
RS,Caraá,8350,7918,4304713
RS,Carlos Barbosa,30241,27835,4304804
RS,Carlos Gomes,1351,1560,4304853
RS,Casca,9051,9059,4304903
RS,Caseiros,3216,3174,4304952
RS,Catuípe,8701,9367,4305009
RS,Caxias do Sul,517451,479236,4305108
RS,Centenário,2877,3021,4305116
RS,Cerrito,6047,6461,4305124
RS,Cerro Branco,4706,4681,4305132
RS,Cerro Grande,2296,2443,4305157
RS,Cerro Grande do Sul,12413,11377,4305173
RS,Cerro Largo,14189,14024,4305207
RS,Chapada,9239,9605,4305306
RS,Charqueadas,41258,38599,4305355
RS,Charrua,3252,3493,4305371
RS,Chiapetta,3719,4043,4305405
RS,Chuí,6770,6413,4305439
RS,Chuvisca,5480,5292,4305447
RS,Cidreira,16583,14511,4305454
RS,Ciríaco,4719,4993,4305504
RS,Colinas,2469,2499,4305587
RS,Colorado,3130,3499,4305603
RS,Condor,6759,6826,4305702
RS,Constantina,9907,10101,4305801
RS,Coqueiro Baixo,1495,1560,4305835
RS,Coqueiros do Sul,2286,2467,4305850
RS,Coronel Barros,2520,2556,4305871
RS,Coronel Bicaco,7268,7801,4305900
RS,Coronel Pilar,1614,1734,4305934
RS,Cotiporã,3838,4004,4305959
RS,Coxilha,2743,2880,4305975
RS,Crissiumal,13357,14233,4306007
RS,Cristal,8067,7792,4306056
RS,Cristal do Sul,2844,2918,4306072
RS,Cruz Alta,59922,63615,4306106
RS,Cruzaltense,1799,2077,4306130
RS,Cruzeiro do Sul,12402,12215,4306205
RS,David Canabarro,4736,4842,4306304
RS,Derrubadas,2761,3125,4306320
RS,Dezesseis de Novembro,2378,2769,4306353
RS,Dilermando de Aguiar,3002,3133,4306379
RS,Dois Irmãos,33119,30472,4306403
RS,Dois Irmãos das Missões,2008,2166,4306429
RS,Dois Lajeados,3405,3424,4306452
RS,Dom Feliciano,15487,15224,4306502
RS,Dom Pedro de Alcântara,2527,2618,4306551
RS,Dom Pedrito,38339,39853,4306601
RS,Dona Francisca,2999,3352,4306700
RS,Doutor Maurício Cardoso,4462,5154,4306734
RS,Doutor Ricardo,1975,2074,4306759
RS,Eldorado do Sul,41902,38199,4306767
RS,Encantado,22880,22009,4306809
RS,Encruzilhada do Sul,25960,25801,4306908
RS,Engenho Velho,982,1367,4306924
RS,Entre-Ijuís,8411,9008,4306932
RS,Entre Rios do Sul,2758,3052,4306957
RS,Erebango,2982,3065,4306973
RS,Erechim,106633,102906,4307005
RS,Ernestina,3170,3211,4307054
RS,Herval,6814,6978,4307104
RS,Erval Grande,4819,5188,4307203
RS,Erval Seco,6802,7715,4307302
RS,Esmeralda,3287,3307,4307401
RS,Esperança do Sul,2885,3224,4307450
RS,Espumoso,15591,15826,4307500
RS,Estação,5940,6165,4307559
RS,Estância Velha,50672,46877,4307609
RS,Esteio,83279,84114,4307708
RS,Estrela,34399,32950,4307807
RS,Estrela Velha,3650,3744,4307815
RS,Eugênio de Castro,2352,2721,4307831
RS,Fagundes Varela,2741,2716,4307864
RS,Farroupilha,73061,69066,4307906
RS,Faxinal do Soturno,6663,6868,4308003
RS,Faxinalzinho,2284,2538,4308052
RS,Fazenda Vilanova,4608,4148,4308078
RS,Feliz,13640,13208,4308102
RS,Flores da Cunha,31063,29405,4308201
RS,Floriano Peixoto,1737,1972,4308250
RS,Fontoura Xavier,10241,10861,4308300
RS,Formigueiro,6616,7074,4308409
RS,Forquetinha,2400,2523,4308433
RS,Fortaleza dos Valos,4285,4603,4308458
RS,Frederico Westphalen,31498,30699,4308508
RS,Garibaldi,35440,33384,4308607
RS,Garruchos,2886,3200,4308656
RS,Gaurama,5489,5897,4308706
RS,General Câmara,8361,8668,4308805
RS,Gentil,1626,1708,4308854
RS,Getúlio Vargas,16184,16648,4308904
RS,Giruá,15863,17132,4309001
RS,Glorinha,8204,7588,4309050
RS,Gramado,36555,34832,4309100
RS,Gramado dos Loureiros,2058,2258,4309126
RS,Gramado Xavier,4352,4232,4309159
RS,Gravataí,283620,273742,4309209
RS,Guabiju,1490,1606,4309258
RS,Guaíba,98239,99186,4309308
RS,Guaporé,25968,24677,4309407
RS,Guarani das Missões,7463,8114,4309506
RS,Harmonia,4917,4630,4309555
RS,Herveiras,3019,3067,4309571
RS,Horizontina,19389,19286,4309605
RS,Hulha Negra,6836,6521,4309654
RS,Humaitá,4736,4998,4309704
RS,Ibarama,4399,4518,4309753
RS,Ibiaçá,4699,4847,4309803
RS,Ibiraiaras,7265,7449,4309902
RS,Ibirapuitã,4000,4159,4309951
RS,Ibirubá,20413,20300,4310009
RS,Igrejinha,37340,34630,4310108
RS,Ijuí,83764,83089,4310207
RS,Ilópolis,4066,4205,4310306
RS,Imbé,23271,20294,4310330
RS,Imigrante,3100,3152,4310363
RS,Independência,6109,6625,4310405
RS,Inhacorá,2215,2315,4310413
RS,Ipê,6689,6448,4310439
RS,Ipiranga do Sul,1880,1978,4310462
RS,Iraí,7141,7969,4310504
RS,Itaara,5537,5357,4310538
RS,Itacurubi,3460,3552,4310553
RS,Itapuca,2065,2309,4310579
RS,Itaqui,37489,39049,4310603
RS,Itati,2397,2592,4310652
RS,Itatiba do Sul,3231,3944,4310702
RS,Ivorá,1881,2118,4310751
RS,Ivoti,24690,22270,4310801
RS,Jaboticaba,3773,4099,4310850
RS,Jacuizinho,2706,2656,4310876
RS,Jacutinga,3546,3709,4310900
RS,Jaguarão,26500,28230,4311007
RS,Jaguari,10765,11551,4311106
RS,Jaquirana,3662,4110,4311122
RS,Jari,3486,3650,4311130
RS,Jóia,8566,8668,4311155
RS,Júlio de Castilhos,19224,20032,4311205
RS,Lagoa Bonita do Sul,2921,2839,4311239
RS,Lagoão,6461,6504,4311254
RS,Lagoa dos Três Cantos,1607,1649,4311270
RS,Lagoa Vermelha,27778,28443,4311304
RS,Lajeado,85033,79172,4311403
RS,Lajeado do Bugre,2566,2592,4311429
RS,Lavras do Sul,7444,7820,4311502
RS,Liberato Salzano,5152,5718,4311601
RS,Lindolfo Collor,6125,5719,4311627
RS,Linha Nova,1719,1707,4311643
RS,Machadinho,5427,5645,4311700
RS,Maçambará,4562,4814,4311718
RS,Mampituba,2973,3081,4311734
RS,Manoel Viana,7307,7372,4311759
RS,Maquiné,6681,7028,4311775
RS,Maratá,2702,2668,4311791
RS,Marau,44858,40629,4311809
RS,Marcelino Ramos,4319,4982,4311908
RS,Mariana Pimentel,3888,3926,4311981
RS,Mariano Moro,2009,2200,4312005
RS,Marques de Souza,3995,4163,4312054
RS,Mata,4797,5141,4312104
RS,Mato Castelhano,2542,2571,4312138
RS,Mato Leitão,4573,4240,4312153
RS,Mato Queimado,1629,1789,4312179
RS,Maximiliano de Almeida,4314,4834,4312203
RS,Minas do Leão,8103,8035,4312252
RS,Miraguaí,4911,4978,4312302
RS,Montauri,1441,1551,4312351
RS,Monte Alegre dos Campos,3232,3243,4312377
RS,Monte Belo do Sul,2530,2696,4312385
RS,Montenegro,65721,63551,4312401
RS,Mormaço,3113,2968,4312427
RS,Morrinhos do Sul,2919,3179,4312443
RS,Morro Redondo,6589,6548,4312450
RS,Morro Reuter,6513,6143,4312476
RS,Mostardas,12847,12758,4312500
RS,Muçum,4961,4998,4312609
RS,Muitos Capões,3173,3147,4312617
RS,Muliterno,1897,1899,4312625
RS,Não-Me-Toque,17758,17094,4312658
RS,Nicolau Vergueiro,1674,1754,4312674
RS,Nonoai,11633,12270,4312708
RS,Nova Alvorada,3663,3457,4312757
RS,Nova Araçá,4826,4429,4312807
RS,Nova Bassano,10005,9540,4312906
RS,Nova Boa Vista,1753,1942,4312955
RS,Nova Bréscia,3337,3337,4313003
RS,Nova Candelária,2688,2810,4313011
RS,Nova Esperança do Sul,5410,5087,4313037
RS,Nova Hartz,21875,20225,4313060
RS,Nova Pádua,2558,2563,4313086
RS,Nova Palma,6515,6597,4313102
RS,Nova Petrópolis,21536,20549,4313201
RS,Nova Prata,27648,25315,4313300
RS,Nova Ramada,2218,2428,4313334
RS,Nova Roma do Sul,3717,3584,4313359
RS,Nova Santa Rita,29905,26086,4313375
RS,Novo Cabrais,4222,4107,4313391
RS,Novo Hamburgo,247032,249113,4313409
RS,Novo Machado,3256,3791,4313425
RS,Novo Tiradentes,2200,2316,4313441
RS,Novo Xingu,1712,1793,4313466
RS,Novo Barreiro,4175,4171,4313490
RS,Osório,46414,44190,4313508
RS,Paim Filho,3778,4196,4313607
